QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q1233,what is dmitri mendeleev 4,"He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!",Dmitri Mendeleev,0,dmitri mendeleev 4,formulated periodic law created version periodic table element used correct property already discovered element also predict property element yet discovered
Q1234,where is modesto california,"Modesto ( Spanish for ""modest""), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States .","Modesto, California",0,modesto california,modesto spanish modest officially city modesto county seat largest city stanislaus county california united state .
Q1235,what is the female symbol called,"The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.",Gender symbol,0,female symbol called,two standard gender symbol denoting male ♂ female ♀ derived astrological symbol denoting classical planet mar venus respectively .
Q1236,who is st patty?,"It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland .",Saint Patrick's Day,0,st patty,named saint patrick ad 385–461 commonly recognised patron saint ireland .
Q1237,what is leasehold; real estate,A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .,Leasehold estate,0,leasehold real estate,leasehold estate ownership temporary right hold land property lessee tenant hold right real property form title lessor landlord .
Q1238,when was Mary Anderson born,"Mary Anderson (1866–1953) was a real estate developer, rancher, viticulturist and inventor of the windshield wiper blade.",Mary Anderson (inventor),0,mary anderson born,mary anderson 1866–1953 real estate developer rancher viticulturist inventor windshield wiper blade .
Q1239,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,"I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr. Michael William Logan, a Catholic priest , Anne Baxter as Ruth Grandfort, and Karl Malden as Inspector Larrue.",I Confess (film),0,movie confess montgomery clift,confess 1953 drama film directed alfred hitchcock starring montgomery clift fr . michael william logan catholic priest anne baxter ruth grandfort karl malden inspector larrue .
Q1240,WHAT IS THE LENGTH OF A NAUTICAL MILE,"By international agreement it has been set at 1,852 metres exactly (about 6,076 feet).",Nautical mile,0,length nautical mile,international agreement set 1852 metre exactly 6076 foot .
Q1241,what is black hairy tongue disease,"Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.",Black hairy tongue,0,black hairy tongue disease,black hairy tongue bht also termed lingua villosa nigra refers condition tongue filiform papilla elongate black brown discoloration giving black hairy appearance .
Q1242,what is firewire used for,The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.,IEEE 1394,9,firewire used,ieee 1394 interface serial bus interface standard highspeed communication isochronous realtime data transfer .
Q1243,when was srv born,"Stephen ""Stevie"" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer.",Stevie Ray Vaughan,0,srv born,stephen stevie ray vaughan october 3 1954 – august 27 1990 american guitarist singersongwriter record producer .
Q1244,what is stent surgery,"In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction.",Stent,0,stent surgery,technical vocabulary medicine stent mesh tube inserted natural passageconduit body prevent counteract diseaseinduced localized flow constriction .
Q1245,what is ethernet gigabit,"In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard.",Gigabit Ethernet,0,ethernet gigabit,computer networking gigabit ethernet gbe 1 gige term describing various technology transmitting ethernet frame rate gigabit per second 1000000000 bit per second defined ieee 802.32008 standard .
Q1246,where is the tibia location,"The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones .",Tibia,0,tibia location,tibia shinbone shankbone larger stronger two bone leg knee vertebrate fibula connects knee ankle bone .
Q1247,what is tofu made of,"Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.",Tofu,0,tofu made,tofu also called bean curd food made coagulating soy juice pressing resulting curd soft white block .
Q1248,Where is Bubbles the Chimp now,"When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005.",Bubbles (chimpanzee),0,bubble chimp,trainer shut operation 2004 bubble moved center great ape sanctuary wauchula florida lived since 2005 .
Q1249,what is muse's lead singer's name,"The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).",Muse (band),0,mus lead singer name,band consists school friend matthew bellamy lead vocal lead guitar piano keyboard keytar christopher wolstenholme bass vocal keyboard rhythm guitar harmonica dominic howard drum percussion synthesiser sampling .
Q1250,where is bloemfontein in africa,"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital.",Bloemfontein,0,bloemfontein africa,bloemfontein dutch fountain flower capital city free state province south africa judicial capital nation one south africa three national capital – two cape town legislative capital pretoria administrative capital .
Q1251,What is the prostate for?,"The prostate (from Greek προστάτης – prostates, literally ""one who stands before"", ""protector"", ""guardian"") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals .",Prostate,0,prostate,prostate greek προστάτης – prostate literally one stand protector guardian compound tubuloalveolar exocrine gland male reproductive system mammal .
Q1252,what is in the preamble of the constitution,The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.,Preamble to the United States Constitution,0,preamble constitution,preamble united state constitution brief introductory statement constitution fundamental purpose guiding principle .
Q1253,when was the internet started,The history of the Internet began with the development of electronic computers in the 1950s.,History of the Internet,0,internet started,history internet began development electronic computer 1950s .
Q1254,where is rolling rock brewed,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",Rolling Rock,0,rolling rock brewed,brand sold anheuserbusch st. louis missouri mid 2006 transferred brewing operation new jersey .
Q1255,when was Pope Benedict XVI elected?,"Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005.",Pope Benedict XVI,0,pope benedict xvi elected,benedict elected 19 april 2005 papal conclave celebrated papal inauguration mass 24 april 2005 took possession cathedral archbasilica st. john lateran 7 may 2005 .
Q1256,Who was John Adam's children,"Adams was the father of John Quincy Adams , the sixth President of the United States.",John Adams,5,john adam child,adam father john quincy adam sixth president united state .
Q1257,who was on the 10 dollar bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .",United States ten-dollar bill,0,10 dollar bill,first u.s. secretary treasury 1789–95 alexander hamilton currently featured obverse bill u.s. treasury building featured reverse .
Q1258,what is water jet propulsion,"Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .",Jetboat,0,water jet propulsion,unlike powerboat motorboat us propeller water behind boat jetboat draw water boat pump inside boat expels nozzle stern .
Q1259,where is the sermon on the mount in the bible,"The Sermon on the Mount ( anglicized from the Matthean Vulgate Latin section title: Sermo in monte) is a collection of sayings and teachings of Jesus , which emphasizes his moral teaching found in the Gospel of Matthew (chapters 5 , 6 and 7 ).",Sermon on the Mount,0,sermon mount bible,sermon mount anglicized matthean vulgate latin section title sermo monte collection saying teaching jesus emphasizes moral teaching found gospel matthew chapter 5 6 7 .
Q1260,who is E from entourage,"Eric ""E.""",Eric Murphy,0,e entourage,eric e .
Q1261,what is article 5 about,Article Five of the United States Constitution describes the process whereby the Constitution may be altered.,Article Five of the United States Constitution,0,article 5,article five united state constitution describes process whereby constitution may altered .
Q1262,what is the political tea party,"The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .",Tea Party movement,0,political tea party,tea party movement american political movement advocate strict adherence united state constitution reducing u.s. government spending tax reduction u.s. national debt federal budget deficit .
Q1263,what is puerto rico currency,"The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face.",Currencies of Puerto Rico,0,puerto rico currency,peso dollar followed contemporary issue including commemorative banknote private currency quarter coin designed fort san felipe del morro face .
Q1264,What is the function of albumin?,"Albumin transports hormones, fatty acids, and other compounds, buffers pH, and maintains osmotic pressure , among other functions.",Human serum albumin,0,function albumin,albumin transport hormone fatty acid compound buffer ph maintains osmotic pressure among function .
Q1265,who is ezekiel in the bible,"The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .",Book of Ezekiel,0,ezekiel bible,book ezekiel third latter prophet hebrew bible following book isaiah jeremiah preceding book twelve .
Q1266,where are the ten commandments in the bible,"The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .",Ten Commandments,0,ten commandment bible,ten commandment appear twice hebrew bible book exodus deuteronomy .
Q1267,what is endodontic dentistry,"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth .",Endodontics,0,endodontic dentistry,endodontics greek endo inside odons tooth one dental specialty recognized american dental association royal college dentist canada royal australasian college dental surgeon deal tooth pulp tissue surrounding root tooth .
Q1268,who is the junior senator of nc,"Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009.",Kay Hagan,0,junior senator nc,janet kay ruthven hagan born may 26 1953 junior united state senator north carolina office since january 2009 .
Q1269,who is heisman trophy named after,"It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech ).",Heisman Trophy,0,heisman trophy named,created 1935 downtown athletic club trophy renamed 1936 following death club athletic director john heisman former brown university university pennsylvania player head football coach oberlin college auburn university clemson university rice university university pennsylvania football basketball baseball head coach athletic director georgia tech .
Q1270,what is sado masochism,Sadomasochism is the giving and/or receiving of pleasure—often sexual—from acts involving the infliction or reception of pain or humiliation .,Sadomasochism,0,sado masochism,sadomasochism giving andor receiving pleasure—often sexual—from act involving infliction reception pain humiliation .
Q1271,where are Giant Panda Bears found?,"The giant panda lives in a few mountain ranges in central China, mainly in Sichuan province, but also in the Shaanxi and Gansu provinces.",Giant Panda,0,giant panda bear found,giant panda life mountain range central china mainly sichuan province also shaanxi gansu province .
Q1272,where is loxahatchee fl at,"Loxahatchee is a community located in Palm Beach County , Florida , United States .","Loxahatchee, Florida",0,loxahatchee fl,loxahatchee community located palm beach county florida united state .
Q1273,where is loxahatchee fl at,"It is located in the areas north of Wellington and west and northwest of Royal Palm Beach, Florida and approximately west of West Palm Beach.","Loxahatchee, Florida",0,loxahatchee fl,located area north wellington west northwest royal palm beach florida approximately west west palm beach .
Q1274,what is the format of the canadian citizenship test,"The test is available in both French and English , the official languages of Canada .",Canadian Citizenship Test,0,format canadian citizenship test,test available french english official language canada .
Q1275,what is chicken chow mein,"Chow mein (; Chinese : 炒麵, ""fried noodles"") is a Chinese term for a dish of stir-fried noodles , of which there are many varieties.",Chow mein,0,chicken chow mein,chow mein chinese 炒麵 fried noodle chinese term dish stirfried noodle many variety .
Q1276,What is up with Kent Hovind,"He is incarcerated at the Federal Correctional Institution at Berlin, New Hampshire.",Kent Hovind,0,kent hovind,incarcerated federal correctional institution berlin new hampshire .
Q1277,what is the oath of allegiance of the united states,"The United States Oath of Allegiance (officially referred to as the ""Oath of Allegiance,"" 8 C.F.R. Part 337 (2008)) is an oath that must be taken by all immigrants who wish to become United States citizens .",Oath of Allegiance (United States),0,oath allegiance united state,united state oath allegiance officially referred oath allegiance 8 c.f.r . part 337 2008 oath must taken immigrant wish become united state citizen .
Q1278,what is that dot on the forehead of indian women\,"A bindi (, from Sanskrit bindu, meaning ""a drop, small particle, dot""), or a pottu/bottu (in Tamil, Telugu, and Malayalam) is a forehead decoration worn in South Asia (particularly India , Bangladesh , Nepal , Sri Lanka and Mauritius ) and Southeast Asia .",Bindi (decoration),0,dot forehead indian woman,bindi sanskrit bindu meaning drop small particle dot pottubottu tamil telugu malayalam forehead decoration worn south asia particularly india bangladesh nepal sri lanka mauritius southeast asia .
Q1279,where is good morning america studio,"Times Square Studios (TSS) is an American television studio located in the Times Square neighborhood of the Manhattan borough of New York City , New York .",Times Square Studios,0,good morning america studio,time square studio tss american television studio located time square neighborhood manhattan borough new york city new york .
Q1280,what is primary medicine,Primary care may be provided in community health centres.,Primary care,0,primary medicine,primary care may provided community health centre .
Q1281,what is primary medicine,Primary care is the health care given by a health care provider .,Primary care,0,primary medicine,primary care health care given health care provider .
Q1282,where is Desmanthus Illinoensis found,"Desmanthus illinoensis (commonly known as Illinois bundleflower, prairie-mimosa or prickleweed) is a plant in many areas of the south central US.",Desmanthus illinoensis,0,desmanthus illinoensis found,desmanthus illinoensis commonly known illinois bundleflower prairiemimosa prickleweed plant many area south central u .
Q1283,when was the first super bowl,"For example, Super Bowl I was played on January 15, 1967, following the 1966 regular season , while Super Bowl XLVII was played on February 3, 2013, following the 2012 season .",Super Bowl,0,first super bowl,example super bowl played january 15 1967 following 1966 regular season super bowl xlvii played february 3 2013 following 2012 season .
Q1284,what is the origin of fiona,"The name Fiona was invented, and first used, by the Scottish poet James Macpherson (1736–96), author of the Ossian poems, which he claimed were translations from ancient Gaelic sources (sources, when challenged, he never produced).",Fiona,0,origin fiona,name fiona invented first used scottish poet james macpherson 1736–96 author ossian poem claimed translation ancient gaelic source source challenged never produced .
Q1285,what is the official language of america?,The most commonly used language is English .,Languages of the United States,0,official language america,commonly used language english .
Q1286,what is auto quarter panel,"On an automobile, a quarter panel (or rear wing as it is known in British English ) is usually considered the body panel which goes between the rear door and the trunk and typically wraps around the wheel well; however, the similar front section Fender (vehicle) , between the door and the hood, is sometimes incorrectly referred to as a quarter panel.",Quarter panel,0,auto quarter panel,automobile quarter panel rear wing known british english usually considered body panel go rear door trunk typically wrap around wheel well however similar front section fender vehicle door hood sometimes incorrectly referred quarter panel .
Q1287,"where is shropshire, uk","Shropshire ( or ; alternatively Salop; abbreviated, in print only, Shrops) is a county in the West Midlands region of England.",Shropshire,0,shropshire uk,shropshire alternatively salop abbreviated print shrops county west midland region england .
Q1288,when was pearl harbor bombed,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",Attack on Pearl Harbor,0,pearl harbor bombed,attack pearl harbor called hawaii operation operation ai japanese imperial general headquarters operation z planning battle pearl harbor surprise military strike conducted imperial japanese navy united state naval base pearl harbor hawaii morning december 7 1941 december 8 japan .
Q1289,what is the la tour de france,"The Tour de France () is an annual multiple stage bicycle race primarily held in France , while also occasionally making passes through nearby countries.",Tour de France,0,la tour de france,tour de france annual multiple stage bicycle race primarily held france also occasionally making pass nearby country .
Q1290,what is the social norm approach?,"The social norms approach, or social norms marketing, is an environmental strategy gaining ground in health campaigns.",Social Norms Approach,0,social norm approach,social norm approach social norm marketing environmental strategy gaining ground health campaign .
Q1291,what is associates arts degree,"An associate degree is an undergraduate academic degree awarded by community colleges , junior colleges , technical colleges, and bachelor's degree -granting colleges and universities upon completion of a course of study usually lasting two years.",Associate degree,0,associate art degree,associate degree undergraduate academic degree awarded community college junior college technical college bachelor degree granting college university upon completion course study usually lasting two year .
Q1292,what is vat tax?,A value added tax (VAT) is a form of consumption tax .,Value added tax,0,vat tax,value added tax vat form consumption tax .
Q1293,what is high sticking in hockey,-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.,High-Sticking,0,high sticking hockey,sticking name two infraction sport ice hockey may occur player intentionally inadvertently play stick height shoulder cross bar hockey goal .
Q1294,what is an sd memory card reader,"A memory card reader is a device, typically having a USB interface, for accessing the data on a memory card such as a CompactFlash (CF), Secure Digital (SD) or MultiMediaCard (MMC).",Memory card reader,0,sd memory card reader,memory card reader device typically usb interface accessing data memory card compactflash cf secure digital sd multimediacard mmc .
Q1295,"What was Captain Ahab's Ship in the novel ""Moby Dick""","The story tells the adventures of wandering sailor Ishmael , and his voyage on the whaleship Pequod , commanded by Captain Ahab.",Moby-Dick,0,captain ahab ship novel moby dick,story tell adventure wandering sailor ishmael voyage whaleship pequod commanded captain ahab .
Q1296,when was the trogan war,"The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles .",Trojan War,0,trogan war,ancient greek thought trojan war historical event taken place 13th 12th century bc believed troy located modernday turkey near dardanelles .
Q1297,where is the palatine canal,"The greater palatine canal (or pterygopalatine canal) is a passage in the skull that transmits the greater palatine artery , vein, and nerve between the pterygopalatine fossa and the oral cavity .",Greater palatine canal,0,palatine canal,greater palatine canal pterygopalatine canal passage skull transmits greater palatine artery vein nerve pterygopalatine fossa oral cavity .
Q1298,what is the lowest temperature ever recorded in antarctica,Antarctica has the lowest naturally occurring temperature ever recorded on the ground on Earth: −89.2 °C (−128.6 °F) at Vostok Station .,Climate of Antarctica,0,lowest temperature ever recorded antarctica,antarctica lowest naturally occurring temperature ever recorded ground earth −89.2 °c −128.6 °f vostok station .
Q1299,what is oregon institute of technology like,"Oregon Institute of Technology, also known as Oregon Tech or OIT, is one of seven Universities in the Oregon University System , and the only public institute of technology in the Pacific Northwest .",Oregon Institute of Technology,0,oregon institute technology like,oregon institute technology also known oregon tech oit one seven university oregon university system public institute technology pacific northwest .
Q1300,When Is Passover Over,"In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.",Passover,0,passover,judaism day commences dusk last following dusk thus first day passover begin dusk 14th nisan end dusk 15th day month nisan .
Q1301,when is halley's comet next,Halley's Comet last appeared in the inner Solar System in 1986 and will next appear in mid-2061.,Halley's Comet,0,halley comet next,halley comet last appeared inner solar system 1986 next appear mid2061 .
Q1302,what is soy made from,"The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses.",Soybean,0,soy made,soybean u soya bean uk glycine max specie legume native east asia widely grown edible bean numerous us .
Q1303,what is linkedin used for,LinkedIn () is a social networking website for people in professional occupations.,LinkedIn,9,linkedin used,linkedin social networking website people professional occupation .
Q1304,"WHERE IS ROUGH AND READY, CA","Rough and Ready is a census-designated place in Nevada County, California , United States .","Rough and Ready, California",0,rough ready ca,rough ready censusdesignated place nevada county california united state .
Q1305,"WHERE IS ROUGH AND READY, CA","It is located west of Grass Valley, California , approximately 62 miles (100 km) from Sacramento .","Rough and Ready, California",0,rough ready ca,located west grass valley california approximately 62 mile 100 km sacramento .
Q1306,where is rashard lewis from???,"Rashard Quovon Lewis (born August 8, 1979 in Pineville, Louisiana ) is an American professional basketball player who currently plays for the Miami Heat of the NBA .",Rashard Lewis,0,rashard lewis,rashard quovon lewis born august 8 1979 pineville louisiana american professional basketball player currently play miami heat nba .
Q1307,what is doxycycline hyclate used for,"Doxycycline is a member of the tetracycline antibiotics group, and is commonly used to treat a variety of infections .",Doxycycline,9,doxycycline hyclate used,doxycycline member tetracycline antibiotic group commonly used treat variety infection .
Q1308,what is sodium hypochlorite solution,Sodium hypochlorite is a chemical compound with the formula NaClO.,Sodium hypochlorite,0,sodium hypochlorite solution,sodium hypochlorite chemical compound formula naclo .
Q1309,what is sodium hypochlorite solution,"Sodium hypochlorite solution, commonly known as bleach or liquid bleach, is frequently used as a disinfectant or a bleaching agent.",Sodium hypochlorite,0,sodium hypochlorite solution,sodium hypochlorite solution commonly known bleach liquid bleach frequently used disinfectant bleaching agent .
Q1310,what is captcha code,A CAPTCHA () is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .,CAPTCHA,0,captcha code,captcha type challengeresponse test used computing attempt ensure response generated human .
Q1311,when was jacques cousteau born,"Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.",Jacques Cousteau,0,jacques cousteau born,jacquesyves cousteau commonly known english jacques cousteau 11 june 1910 – 25 june 1997 french naval officer explorer conservationist filmmaker innovator scientist photographer author researcher studied sea form life water .
Q1312,where was the fugitive slave law made,"The Fugitive Slave Law or Fugitive Slave Act was passed by the United States Congress on September 18, 1850, as part of the Compromise of 1850 between Southern slave-holding interests and Northern Free-Soilers .",Fugitive Slave Act of 1850,0,fugitive slave law made,fugitive slave law fugitive slave act passed united state congress september 18 1850 part compromise 1850 southern slaveholding interest northern freesoilers .
Q1313,who is in the group trinity 5 7,"Trin-i-tee 5:7 is a gospel duo from New Orleans, Louisiana in the United States .",Trin-i-tee 5:7,0,group trinity 5 7,trinitee 57 gospel duo new orleans louisiana united state .
Q1314,what is eic earned income credit,"The United States federal earned income tax credit or earned income credit (EITC or EIC) is a refundable tax credit for low- and medium-income individuals and couples, primarily for those who have qualifying children.",Earned Income Tax Credit,0,eic earned income credit,united state federal earned income tax credit earned income credit eitc eic refundable tax credit low mediumincome individual couple primarily qualifying child .
Q1315,when is international men's day,International Men's Day (IMD) is an annual international event celebrated on 19th November.,International Men's Day,0,international men day,international men day imd annual international event celebrated 19th november .
Q1316,where is valley village ca,"Village is a district in the San Fernando Valley region of Los Angeles, California .","Valley Village, Los Angeles",0,valley village ca,village district san fernando valley region los angeles california .
Q1317,What is sign of cancer,"Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .",Cancer (astrology),0,sign cancer,cancer ♋ astrological sign associated constellation cancer .
Q1318,when was the patriot act enacted,"The USA PATRIOT Act of 2001 is an Act of the U.S. Congress that was signed into law by President George W. Bush on October 26, 2001.",Patriot Act,0,patriot act enacted,usa patriot act 2001 act u.s. congress signed law president george w. bush october 26 2001 .
Q1319,when was the tacoma bridge collapse?,"The bridge became known for its pitching deck, and collapsed into Puget Sound the morning of November 7, 1940, under high wind conditions.",Tacoma Narrows Bridge,0,tacoma bridge collapse,bridge became known pitching deck collapsed puget sound morning november 7 1940 high wind condition .
Q1320,what is brown flax,It is a food and fibre crop that is grown in cooler regions of the world.,Flax,0,brown flax,food fibre crop grown cooler region world .
Q1321,what is a gsm cell phone,"GSM (Global System for Mobile Communications, originally '), is a standard set developed by the European Telecommunications Standards Institute (ETSI) to describe protocols for second generation ( 2G ) digital cellular networks used by mobile phones .",GSM,0,gsm cell phone,gsm global system mobile communication originally standard set developed european telecommunication standard institute etsi describe protocol second generation 2g digital cellular network used mobile phone .
Q1322,what was the cash and carry lend lease,The Lend Lease act was an act where the United States had supported its allies.,Lend-Lease,0,cash carry lend lease,lend lease act act united state supported ally .
Q1323,what was the cash and carry lend lease,"Lend-Lease () was the law that started a program under which the United States of America supplied the United Kingdom , the USSR , Republic of China , Free France , and other Allied nations with materiel between 1941 and 1945.",Lend-Lease,0,cash carry lend lease,lendlease law started program united state america supplied united kingdom ussr republic china free france allied nation materiel 1941 1945 .
Q1324,what is el morro in puerto rico,"Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle, is a 16th-century citadel located in San Juan, Puerto Rico .",Castillo San Felipe del Morro,0,el morro puerto rico,castillo san felipe del morro also known fort san felipe del morro morro castle 16thcentury citadel located san juan puerto rico .
Q1325,where are poison dart frog seen,"Poison dart frog (also dart-poison frog, poison frog or formerly poison arrow frog) is the common name of a group of frogs in the family Dendrobatidae which are native to Central and South America .",Poison dart frog,0,poison dart frog seen,poison dart frog also dartpoison frog poison frog formerly poison arrow frog common name group frog family dendrobatidae native central south america .
Q1326,where were the Winter Olympics in 2006,"The 2006 Winter Olympics, officially known as the XX Olympic Winter Games, was a winter multi-sport event which was celebrated in Turin , Italy from February 10, 2006, through February 26, 2006.",2006 Winter Olympics,0,winter olympics 2006,2006 winter olympics officially known xx olympic winter game winter multisport event celebrated turin italy february 10 2006 february 26 2006 .
Q1327,when was the lady gaga judas song released,"""Judas"" is a song by American recording artist Lady Gaga , from her second studio album Born This Way (2011).",Judas (song),0,lady gaga juda song released,juda song american recording artist lady gaga second studio album born way 2011 .
Q1328,when was the lady gaga judas song released,"It was released by Interscope Records on April 15, 2011, four days ahead of its scheduled release.",Judas (song),0,lady gaga juda song released,released interscope record april 15 2011 four day ahead scheduled release .
Q1329,what is mpeg4  avc or sp/asp,"H.264/MPEG-4 Part 10 or AVC (Advanced Video Coding) is a standard for video compression , and is currently one of the most commonly used formats for the recording, compression, and distribution of high definition video .",H.264/MPEG-4 AVC,0,mpeg4 avc spasp,h.264mpeg4 part 10 avc advanced video coding standard video compression currently one commonly used format recording compression distribution high definition video .
Q1330,WHAT IS NON BINDING?,"Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.",Non-binding arbitration,0,non binding,nonbinding arbitration type arbitration arbitrator make determination right party dispute determination binding upon enforceable arbitration award issued .
Q1331,who was mr big on sex and the city,"John James ""Mr. Big"" Preston is a recurring fictional character in the HBO series Sex and the City , portrayed by Chris Noth .",Mr. Big (Sex and the City),1,mr big sex city,john james mr. big preston recurring fictional character hbo series sex city portrayed chris noth .
Q1332,what is the actresses name that played in walk that line?,"The film was nominated for five Academy Awards including Best Actor (Joaquin Phoenix), Best Actress (Reese Witherspoon, which she won), and Best Costume Design ( Arianne Phillips ).",Walk the Line,0,actress name played walk line,film nominated five academy award including best actor joaquin phoenix best actress reese witherspoon best costume design arianne phillips .
Q1333,what is the definition of a map,"A map is a visual representation of an areaa symbolic depiction highlighting relationships between elements of that space such as objects , regions , and themes .",Map,2,definition map,map visual representation areaa symbolic depiction highlighting relationship element space object region theme .
Q1334,where is university of nelson mandela metropolitan located,Nelson Mandela Metropolitan University (NMMU) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .,Nelson Mandela Metropolitan University,2,university nelson mandela metropolitan located,nelson mandela metropolitan university nmmu south african tertiary education institution main administration coastal city port elizabeth .
Q1335,when was How the west was won filmed?,How the West Was Won is a 1962 American epic - Western film.,How the West Was Won (film),0,west filmed,west 1962 american epic western film .
Q1336,who is on blink 182 album cover,The cover artwork for Enema of the State features porn star Janine Lindemulder famously clad in a nurse uniform.,Enema of the State,0,blink 182 album cover,cover artwork enema state feature porn star janine lindemulder famously clad nurse uniform .
Q1337,What is the name of the late Major League  old professor,"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager .",Casey Stengel,0,name late major league old professor,charles dillon casey stengel july 30 1890 – september 29 1975 nicknamed old perfessor american major league baseball outfielder manager .
Q1338,when was the constitution written,"George Washington at Constitutional Convention of 1787, signing of U.S. Constitution.",Constitution,0,constitution written,george washington constitutional convention 1787 signing u.s. constitution .
